TCK	SDE	TRT	SYM	MKT	PRC	DTP	SIZ	VAL	BRK	MBR	ACC	ACT	GRP	ORD	UID	BNK	BKA	STD	DIN	FST	CLT	GRS	FAL	ALD	EXT	STY	REF	STS	SSL	OTK	CLC	LQI	IAC	ORF	TAC	TDV	ETK	TTY	CYL	OSQ	NEG	ALG
16845170	1	2018-11-07 15:33:15.992	SIF5	REGS	2.130000	2.130000	10	21.300000	K8	K8	4848008	1	0	39552935	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031082		4848008	XBSE		REG	0	248126762	A	N
16845184	1	2018-11-07 15:34:35.394	SIF1	REGS	2.480000	2.480000	327	810.960000	K8	K8	4848008	1	0	39553025	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031082		4848008	XBSE		REG	0	248127300	A	N
16845185	1	2018-11-07 15:34:35.396	SIF1	REGS	2.490000	2.490000	73	181.770000	K8	K8	4848008	1	0	39553025	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031082		4848008	XBSE		REG	0	248127302	A	N
16845190	1	2018-11-07 15:35:15.108	SIF4	REGS	0.604000	0.604000	10	6.040000	K8	K8	4848008	1	0	39553070	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031082		4848008	XBSE		REG	0	248127589	A	N
16845218	1	2018-11-07 15:43:53.717	IARV	REGS	7.860000	7.860000	100	786.000000	K8	K8	4848008	1	0	39553583	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032705		4848008	XBSE		REG	0	248131679	A	N
16845291	1	2018-11-07 16:00:01.318	SNG	REGS	34.700000	34.700000	200	6940.000000	K8	K8	4848008	1	0	39553810	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE	in opening	1	0	0	RON	4	1032688		4848008	XBSE		REG	0	248138932	A	N
16845313	2	2018-11-07 16:00:16.969	IARV	REGS	7.800000	7.800000	14	109.200000	K8	K8	4848008	1	0	39553853	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1003550		4848008	XBSE		REG	0	248139140	A	N
16845319	2	2018-11-07 16:00:19.835	SNG	REGS	34.750000	34.750000	100	3475.000000	K8	K8	4848008	1	0	39437522	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032636		4848008	XBSE		REG	0	248139173	A	N
16845322	2	2018-11-07 16:00:37.992	SNG	REGS	34.800000	34.800000	40	1392.000000	K8	K8	4848008	1	0	39541145	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1002117		4848008	XBSE		REG	0	248139358	A	N
16845442	2	2018-11-07 16:15:04.316	SNN	REGS	8.030000	8.030000	1000	8030.000000	K8	K8	4848008	1	0	39229834	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032637		4848008	XBSE		REG	0	248146338	A	N
16845479	1	2018-11-07 16:18:57.527	SIF4	REGS	0.600000	0.600000	38	22.800000	K8	K8	4848008	1	0	39553967	UK8TRAMAR			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	70		4848008	XBSE		REG	0	248148607	A	N
16845518	1	2018-11-07 16:23:18.842	SIF4	REGS	0.600000	0.600000	24962	14977.200000	K8	K8	4848008	1	0	39553967	UK8TRAMAR			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	70		4848008	XBSE		REG	0	248150923	A	N
16845532	2	2018-11-07 16:25:19.689	IARV	REGS	7.800000	7.800000	236	1840.800000	K8	K8	4848008	1	0	39553853	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1003550		4848008	XBSE		REG	0	248152233	A	N
16845542	1	2018-11-07 16:28:48.855	SIF5	REGS	2.130000	2.130000	100	213.000000	K8	K8	4848008	1	0	39555194	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031082		4848008	XBSE		REG	0	248154170	A	N
16845580	1	2018-11-07 16:37:24.826	SNG	REGS	35.150000	35.150000	58	2038.700000	K8	K8	4848008	1	0	39554139	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032635		4848008	XBSE		REG	0	248164853	A	N
16845582	2	2018-11-07 16:38:00.331	SNP	REGS	0.395000	0.395000	10000	3950.000000	K8	K8	4848008	1	0	39555251	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	3928		4848008	XBSE		REG	0	248165598	A	N
16845603	1	2018-11-07 16:40:44.308	SNG	REGS	35.150000	35.150000	42	1476.300000	K8	K8	4848008	1	0	39554139	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032635		4848008	XBSE		REG	0	248169238	A	N
16845607	1	2018-11-07 16:41:02.97	TEL	REGS	23.050000	23.050000	1300	29965.000000	K8	K8	4848008	1	0	39555288	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1028134		4848008	XBSE		REG	0	248169632	A	N
16845613	1	2018-11-07 16:42:34.447	TEL	REGS	23.050000	23.050000	307	7076.350000	K8	K8	4848008	1	0	39555298	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031634		4848008	XBSE		REG	0	248171488	A	N
16845614	1	2018-11-07 16:42:34.448	TEL	REGS	23.050000	23.050000	30	691.500000	K8	K8	4848008	1	0	39555298	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031634		4848008	XBSE		REG	0	248171490	A	N
16845615	1	2018-11-07 16:42:34.45	TEL	REGS	23.050000	23.050000	250	5762.500000	K8	K8	4848008	1	0	39555298	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031634		4848008	XBSE		REG	0	248171492	A	N
16845627	1	2018-11-07 16:46:07.302	TEL	REGS	23.050000	23.050000	150	3457.500000	K8	K8	4848008	1	0	39555298	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1031634		4848008	XBSE		REG	0	248175590	A	N
16845636	2	2018-11-07 16:47:19.234	EBDAXTS63	RGSP	71.000000	71.000000	10	710.000000	K8	K8	4848008	1	0	39544752	UK8GW3			20181109	0	0	0	0	0	0	0	STR-PRD		1	0	0	RON	1	1240		4848008	XBSE		REG	0	248176924	A	Y
16845675	1	2018-11-07 16:54:23.08	ATB	REGS	0.480000	0.480000	1000	480.000000	K8	K8	4848008	1	0	39555394	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032219		4848008	XBSE		REG	0	248185116	A	N
16845744	2	2018-11-07 17:02:39.321	TGN	REGS	358.000000	358.000000	10	3580.000000	K8	K8	4848008	1	0	38509056	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032702		4848008	XBSE		REG	0	248194966	A	N
16845779	1	2018-11-07 17:05:09.674	TEL	REGS	23.050000	23.050000	28	645.400000	K8	K8	4848008	1	0	39555298	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1031634		4848008	XBSE		REG	0	248197911	A	N
16845797	2	2018-11-07 17:07:27.364	TGN	REGS	358.000000	358.000000	16	5728.000000	K8	K8	4848008	1	0	38509056	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032702		4848008	XBSE		REG	0	248200446	A	N
16845798	2	2018-11-07 17:07:27.365	TGN	REGS	358.000000	358.000000	5	1790.000000	K8	K8	4848008	1	0	38790860	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032884		4848008	XBSE		REG	0	248200448	A	N
16845803	2	2018-11-07 17:08:52.244	SNN	REGS	8.110000	8.110000	190	1540.900000	K8	K8	4848008	1	0	39555533	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032636		4848008	XBSE		REG	0	248201846	A	N
16845806	2	2018-11-07 17:09:31.167	BRCR	XRS1	0.450000	0.450000	7650	3442.500000	K8	K8	4848008	1	0	38931278	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032738		4848008	XBSE		REG	0	248202466	A	N
16845810	2	2018-11-07 17:10:39.097	BRCR	XRS1	0.450000	0.450000	12000	5400.000000	K8	K8	4848008	1	0	38931313	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032782		4848008	XBSE		REG	0	248203655	A	N
16845815	2	2018-11-07 17:11:25.139	BRCR	XRS1	0.450000	0.450000	10000	4500.000000	K8	K8	4848008	1	0	38931307	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032719		4848008	XBSE		REG	0	248204426	A	N
16845851	1	2018-11-07 17:19:40.791	BRCR	XRS1	0.450000	0.450000	200	90.000000	K8	K8	4848008	1	0	39555609	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031605		4848008	XBSE		REG	0	248213413	A	N
16845856	1	2018-11-07 17:20:15.447	BRCR	XRS1	0.450000	0.450000	74	33.300000	K8	K8	4848008	1	0	39555615	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031605		4848008	XBSE		REG	0	248214138	A	N
16845858	2	2018-11-07 17:20:48.629	CEON	REGS	0.354000	0.354000	4000	1416.000000	K8	K8	4848008	1	0	39555620	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032738		4848008	XBSE		REG	0	248214772	A	N
16845863	2	2018-11-07 17:21:46.686	CEON	REGS	0.352000	0.352000	4800	1689.600000	K8	K8	4848008	1	0	39555620	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032738		4848008	XBSE		REG	0	248216015	A	N
16845864	2	2018-11-07 17:21:46.688	CEON	REGS	0.352000	0.352000	7200	2534.400000	K8	K8	4848008	1	0	39555620	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032738		4848008	XBSE		REG	0	248216017	A	N
16845890	2	2018-11-07 17:25:21.396	EL	REGS	10.800000	10.800000	100	1080.000000	K8	K8	4848008	1	0	39542316	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1032062		4848008	XBSE		REG	0	248219573	A	N
16845896	2	2018-11-07 17:28:28.788	DBK	XRSI	42.850000	42.850000	45	1928.250000	K8	K8	4848008	1	0	39555481	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE-INT		1	0	0	RON	1	1032651		4848008	XBSE		REG	0	248222653	A	N
16845901	2	2018-11-07 17:29:32.691	TEL	REGS	22.800000	22.800000	5	114.000000	K8	K8	4848008	1	0	39555698	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032651		4848008	XBSE		REG	0	248223753	A	N
16845902	1	2018-11-07 17:29:32.692	TEL	REGS	22.800000	22.800000	45	1026.000000	K8	K8	4848008	1	0	39553827	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032688		4848008	XBSE		REG	0	248223754	A	N
16845902	2	2018-11-07 17:29:32.692	TEL	REGS	22.800000	22.800000	45	1026.000000	K8	K8	4848008	1	0	39555698	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032651		4848008	XBSE		REG	0	248223755	A	N
16845993	2	2018-11-07 17:44:03.132	SIF1	REGS	2.490000	2.490000	10	24.900000	K8	K8	4848008	1	0	39555509	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1027170		4848008	XBSE		REG	0	248239906	A	N
16845993	1	2018-11-07 17:44:03.132	SIF1	REGS	2.490000	2.490000	10	24.900000	K8	K8	4848008	1	0	39555813	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	1031082		4848008	XBSE		REG	0	248239905	A	N
16845996	1	2018-11-07 17:44:37.918	BVB	REGS	23.500000	23.500000	20	470.000000	K8	K8	4848008	1	0	39555674	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	2	1032062		4848008	XBSE		REG	0	248240468	A	N
16846005	2	2018-11-07 17:44:39.259	SCDM	XRS1	38.000000	38.000000	1	38.000000	K8	K8	4848008	1	0	39543105	UK8TRAMAR			20181109	0	0	0	0	0	0	0	SHARE		1	0	0	RON	1	220		4848008	XBSE		REG	0	248240521	A	N
16846052	2	2018-11-07 17:53:54.509	SIF1	REGS	2.470000	2.470000	1946	4806.620000	K8	K8	4848008	1	0	39555509	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE	in tal	1	0	0	RON	2	1027170		4848008	XBSE		REG	0	248247463	A	N
16846052	1	2018-11-07 17:53:54.509	SIF1	REGS	2.470000	2.470000	1946	4806.620000	K8	K8	4848008	1	0	39555608	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE	in tal	1	0	0	RON	2	1032782		4848008	XBSE		REG	0	248247462	A	N
16846069	2	2018-11-07 17:57:28.689	SNG	REGS	35.100000	35.100000	30	1053.000000	K8	K8	4848008	1	0	39555867	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE	in tal	1	0	0	RON	1	1002117		4848008	XBSE		REG	0	248249283	A	N
16846075	2	2018-11-07 18:00:00.428	TUAA	XRS1	0.038000	0.038000	5000	190.000000	K8	K8	4848008	1	0	36079494	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE-ATS	in closing	1	0	0	RON	4	1027170		4848008	XBSE		REG	0	248250401	A	N
16846076	2	2018-11-07 18:00:00.531	MOBE	XRS1	0.865000	0.865000	50	43.250000	K8	K8	4848008	1	0	37233019	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE-ATS	in closing	1	0	0	RON	4	1012931		4848008	XBSE		REG	0	248250487	A	N
16846081	1	2018-11-07 18:00:01.238	COVB	XRS1	0.114000	0.114000	900	102.600000	K8	K8	4848008	1	0	39555880	UK8GW3			20181109	0	0	0	0	0	0	0	SHARE-ATS	in closing	1	0	0	RON	4	1031605		4848008	XBSE		REG	0	248251149	A	N
